Metrics;MRR@3: ;MRR@5: ;MRR@10: ;MRR@15: ;MRR@20: ;CatD@3: ;CatD@5: ;CatD@10: ;CatD@15: ;CatD@20: ;HitRate@3: ;HitRate@5: ;HitRate@10: ;HitRate@15: ;HitRate@20: ;NDCG@3: ;NDCG@5: ;NDCG@10: ;NDCG@15: ;NDCG@20: ;Coverage@20: ;Popularity@20: ;Saver@50: ;Training time:;Testing time seconds:;Testing time cpu:;
GNRRW-epoch=10-lr=0.0045-batch_size=200-hidden_size=16-l2=1e-05;0.5068027210884352;0.5221088435374147;0.5301214771622934;0.5343661440600216;0.5357740405519517;1.2938775510204081;1.636734693877551;2.273469387755102;2.9224489795918367;3.6775510204081634;0.6122448979591837;0.6775510204081633;0.7306122448979592;0.7836734693877551;0.8081632653061225;0.5866359420845498;0.6178742391880885;0.6373320421598077;0.6518880953373609;0.6578295389635415;0.0482038616973507;0.038516478971438034;1;1433.7118740081787;0.013152125416969767;0.013152125416969767;
TAGNN-epoch=20-lr=0.005-batch_size=100-embedding_size=100-l2=1e-05;0.43061224489795913;0.4516326530612246;0.4661629413670231;0.46992292288210663;0.47085203136760606;1.489795918367347;1.926530612244898;2.9714285714285715;4.130612244897959;5.244897959183674;0.5346938775510204;0.6285714285714286;0.7306122448979592;0.7795918367346939;0.7959183673469388;0.5075785125072906;0.5511218541272119;0.5874116203534889;0.600631159046918;0.6045772289511073;0.04618320610687023;0.05520047741157842;1;10890.651893377304;0.006478006012585699;0.006478006012585699;
